SPOTPRICEHISTORY	us-east-2c	c5.4xlarge	Linux/UNIX	0.152000	2021-07-30T18:17:14.000Z
SPOTPRICEHISTORY	us-east-2b	c5.4xlarge	Linux/UNIX	0.152000	2021-07-30T18:17:14.000Z
SPOTPRICEHISTORY	us-east-2a	c5.4xlarge	Linux/UNIX	0.152000	2021-07-30T18:17:14.000Z
SPOTPRICEHISTORY	us-east-2c	c5.4xlarge	Linux/UNIX	0.152000	2021-07-29T18:17:02.000Z
SPOTPRICEHISTORY	us-east-2b	c5.4xlarge	Linux/UNIX	0.152000	2021-07-29T18:17:02.000Z
SPOTPRICEHISTORY	us-east-2a	c5.4xlarge	Linux/UNIX	0.152000	2021-07-29T18:17:02.000Z
SPOTPRICEHISTORY	us-east-2c	c5.4xlarge	Linux/UNIX	0.152000	2021-07-28T18:17:00.000Z
SPOTPRICEHISTORY	us-east-2b	c5.4xlarge	Linux/UNIX	0.152000	2021-07-28T18:17:00.000Z
SPOTPRICEHISTORY	us-east-2a	c5.4xlarge	Linux/UNIX	0.152000	2021-07-28T18:17:00.000Z
SPOTPRICEHISTORY	us-east-2c	c5.4xlarge	Linux/UNIX	0.152000	2021-07-27T18:16:38.000Z
SPOTPRICEHISTORY	us-east-2b	c5.4xlarge	Linux/UNIX	0.152000	2021-07-27T18:16:38.000Z
SPOTPRICEHISTORY	us-east-2a	c5.4xlarge	Linux/UNIX	0.152000	2021-07-27T18:16:38.000Z
SPOTPRICEHISTORY	us-east-2c	c5.4xlarge	Linux/UNIX	0.152000	2021-07-26T23:59:33.000Z
SPOTPRICEHISTORY	us-east-2b	c5.4xlarge	Linux/UNIX	0.152000	2021-07-26T23:59:33.000Z
SPOTPRICEHISTORY	us-east-2a	c5.4xlarge	Linux/UNIX	0.152000	2021-07-26T23:59:33.000Z
